X,cosTaylorLeftN,cosTaylorRightN 
1.000000,0.00003807693574164883,0.00003807693574164883 
2.000000,0.00000000024164470425,0.00000000024164470425 
3.000000,0.00000000000000055511,0.00000000000000055511 
4.000000,0.00000000000000011102,0.00000000000000000000 
5.000000,0.00000000000000011102,0.00000000000000000000 
6.000000,0.00000000000000011102,0.00000000000000000000 
7.000000,0.00000000000000011102,0.00000000000000000000 
8.000000,0.00000000000000011102,0.00000000000000000000 
9.000000,0.00000000000000011102,0.00000000000000000000 
